account_id,date_col,target,transaction_amount,product_title,review_body,age,account_age_days,annual_income,country,subscription_tier
2,2024-01-10 04:12:15,1,165.17,desk lamp,works as expected average experience,55,1963,73319.24,AU,basic
2,2024-01-10 04:14:33,0,49.35,phone case,stopped working after a week,52,502,42601.07,IN,free
2,2024-01-10 04:18:25,0,86.39,coffee maker,stopped working after a week,22,1670,42532.56,US,basic
2,2024-01-10 04:31:02,0,6.0,running shoes,stopped working after a week,66,1636,32062.34,US,premium
2,2024-01-10 07:11:59,1,15.73,laptop stand,works as expected average experience,29,748,51502.38,DE,premium
2,2024-01-10 07:24:28,0,8.62,desk lamp,amazing value highly recommend,58,706,74993.18,CA,free
2,2024-01-10 07:55:00,1,54.26,running shoes,great product fast shipping,48,1608,59563.35,US,free
2,2024-01-10 09:58:45,0,28.48,yoga mat,arrived damaged poor packaging,24,1244,46020.51,CA,basic
2,2024-01-10 10:22:12,1,6.7,phone case,not worth the price disappointed,42,1496,51195.42,CA,premium
2,2024-01-10 11:07:00,0,6.14,backpack,great product fast shipping,64,64,42716.72,UK,premium
2,2024-01-10 11:49:34,1,34.96,laptop stand,works as expected average experience,49,516,58155.26,DE,free
2,2024-01-10 11:51:20,0,28.9,running shoes,great product fast shipping,26,1500,41736.64,DE,free
2,2024-01-10 13:07:32,0,27.96,water bottle,great product fast shipping,66,879,39641.74,US,free
2,2024-01-10 13:54:04,1,43.13,desk lamp,great product fast shipping,46,1001,29462.53,DE,premium
2,2024-01-10 14:01:06,1,94.6,backpack,works as expected average experience,25,955,49744.2,CA,free
2,2024-01-10 14:06:12,0,15.37,phone case,amazing value highly recommend,28,1068,23079.81,US,basic
2,2024-01-10 15:03:19,1,39.18,water bottle,stopped working after a week,48,1865,39730.17,UK,free
2,2024-01-10 15:05:23,0,12.01,running shoes,amazing value highly recommend,19,1890,52519.65,UK,premium
2,2024-01-10 15:35:46,0,7.05,phone case,great product fast shipping,40,844,77019.35,AU,free
2,2024-01-10 15:51:15,0,51.64,bluetooth speaker,amazing value highly recommend,28,340,36790.54,US,free
2,2024-01-10 15:55:08,1,67.79,yoga mat,works as expected average experience,38,707,50669.48,FR,premium
2,2024-01-10 16:15:53,0,72.62,backpack,great product fast shipping,40,1688,31178.15,CA,premium
2,2024-01-10 17:16:01,0,51.34,phone case,excellent quality would buy again,24,1824,36957.0,US,free
2,2024-01-10 18:10:46,0,27.46,coffee maker,excellent quality would buy again,63,1677,58531.02,DE,premium
2,2024-01-10 18:12:16,1,36.81,wireless earbuds,great product fast shipping,56,187,82227.31,UK,basic
2,2024-01-10 18:53:06,1,23.58,laptop stand,amazing value highly recommend,39,1298,88265.76,DE,premium
2,2024-01-10 19:02:36,1,60.3,laptop stand,arrived damaged poor packaging,55,664,99348.88,AU,premium
2,2024-01-10 19:24:28,1,95.59,coffee maker,not worth the price disappointed,57,1505,46097.85,CA,free
2,2024-01-10 20:33:31,0,31.99,water bottle,amazing value highly recommend,68,134,51697.18,FR,premium
2,2024-01-10 22:12:10,1,111.4,laptop stand,not worth the price disappointed,19,103,59874.57,IN,premium
3,2024-02-19 00:32:50,0,17.42,coffee maker,arrived damaged poor packaging,42,202,67196.58,UK,free
3,2024-02-19 01:33:32,0,11.02,backpack,excellent quality would buy again,44,286,38523.83,US,basic
3,2024-02-19 01:59:07,0,20.03,coffee maker,works as expected average experience,26,1736,61023.27,US,basic
3,2024-02-19 03:38:09,1,51.47,coffee maker,perfect fit very comfortable,23,784,26055.59,IN,free
3,2024-02-19 03:51:52,0,17.23,laptop stand,amazing value highly recommend,24,1943,56595.97,UK,free
3,2024-02-19 06:24:26,0,37.7,wireless earbuds,stopped working after a week,51,942,74119.16,IN,free
3,2024-02-19 06:37:13,0,18.49,bluetooth speaker,works as expected average experience,60,1052,44863.66,UK,free
3,2024-02-19 07:04:26,1,7.97,backpack,stopped working after a week,29,1746,97501.44,AU,free
3,2024-02-19 07:57:27,0,9.3,desk lamp,perfect fit very comfortable,36,1645,60250.89,IN,basic
3,2024-02-19 08:19:29,0,30.45,backpack,great product fast shipping,34,1111,58786.93,IN,premium
3,2024-02-19 10:02:08,0,9.45,bluetooth speaker,stopped working after a week,44,1728,40093.9,US,free
3,2024-02-19 10:35:16,0,24.2,running shoes,not worth the price disappointed,45,1629,22984.45,IN,enterprise
3,2024-02-19 10:43:44,1,40.03,laptop stand,perfect fit very comfortable,58,1345,69500.18,DE,premium
3,2024-02-19 11:12:38,1,20.79,backpack,perfect fit very comfortable,44,391,49482.67,FR,premium
3,2024-02-19 11:21:49,0,19.93,phone case,works as expected average experience,44,1629,43128.25,FR,free
3,2024-02-19 11:34:31,0,18.55,running shoes,works as expected average experience,65,1988,82738.51,AU,premium
3,2024-02-19 11:40:47,1,61.39,yoga mat,not worth the price disappointed,55,509,85191.0,AU,premium
3,2024-02-19 11:46:37,0,29.47,yoga mat,arrived damaged poor packaging,48,1483,68021.56,UK,basic
3,2024-02-19 12:29:46,0,27.77,yoga mat,not worth the price disappointed,40,1390,35620.93,US,enterprise
3,2024-02-19 13:00:49,0,15.61,water bottle,perfect fit very comfortable,31,1579,68624.51,DE,free
3,2024-02-19 13:04:48,0,33.79,running shoes,stopped working after a week,46,259,43614.3,AU,free
3,2024-02-19 13:43:17,1,13.23,bluetooth speaker,great product fast shipping,57,1634,53011.56,FR,premium
3,2024-02-19 13:56:43,1,64.84,phone case,amazing value highly recommend,45,1424,53952.5,UK,basic
3,2024-02-19 14:10:55,1,27.4,wireless earbuds,works as expected average experience,29,1456,58853.97,UK,free
3,2024-02-19 14:41:55,1,98.6,laptop stand,works as expected average experience,33,744,90790.36,FR,basic
3,2024-02-19 16:06:25,1,63.26,coffee maker,amazing value highly recommend,25,207,57155.67,UK,free
3,2024-02-19 18:47:08,1,24.72,wireless earbuds,not worth the price disappointed,33,946,71067.23,UK,premium
3,2024-02-19 19:22:56,0,13.06,backpack,excellent quality would buy again,30,1997,49865.04,CA,free
3,2024-02-19 20:23:40,1,43.52,coffee maker,not worth the price disappointed,49,697,55148.81,FR,basic
3,2024-02-19 22:30:28,1,37.04,water bottle,works as expected average experience,28,1762,47574.38,AU,premium
3,2024-02-19 22:53:25,1,59.37,yoga mat,stopped working after a week,20,1524,22080.69,AU,premium
3,2024-02-19 23:00:19,0,45.44,phone case,not worth the price disappointed,61,1991,122257.64,CA,free
3,2024-02-19 23:45:08,0,26.88,water bottle,stopped working after a week,67,1390,63205.41,DE,basic
4,2024-02-07 00:14:16,0,5.63,bluetooth speaker,not worth the price disappointed,62,231,47544.44,AU,premium
4,2024-02-07 00:31:07,0,12.06,backpack,excellent quality would buy again,57,254,46756.59,AU,basic
4,2024-02-07 00:53:52,0,10.62,running shoes,perfect fit very comfortable,20,1665,34763.03,FR,basic
4,2024-02-07 02:35:08,1,40.08,laptop stand,amazing value highly recommend,63,1032,45925.14,FR,free
4,2024-02-07 02:36:20,1,9.05,phone case,great product fast shipping,19,1329,65587.54,US,enterprise
4,2024-02-07 02:51:10,0,15.06,water bottle,amazing value highly recommend,58,1784,75651.87,CA,free
4,2024-02-07 03:21:57,1,29.3,wireless earbuds,excellent quality would buy again,59,1053,65725.92,DE,free
4,2024-02-07 03:23:25,0,25.79,yoga mat,amazing value highly recommend,55,753,69327.25,DE,basic
4,2024-02-07 05:31:30,1,81.95,backpack,not worth the price disappointed,37,1419,60103.5,AU,premium
4,2024-02-07 05:40:29,1,91.07,bluetooth speaker,arrived damaged poor packaging,51,1551,59661.86,US,premium
4,2024-02-07 05:51:10,0,10.92,bluetooth speaker,stopped working after a week,65,1605,48252.45,CA,enterprise
4,2024-02-07 06:44:58,1,23.0,backpack,arrived damaged poor packaging,42,845,31004.15,FR,basic
4,2024-02-07 06:49:45,0,10.35,coffee maker,perfect fit very comfortable,40,365,70523.43,DE,basic
4,2024-02-07 07:15:08,1,51.43,phone case,works as expected average experience,58,1224,48302.98,CA,premium
4,2024-02-07 07:34:35,0,30.1,water bottle,excellent quality would buy again,44,1052,27181.67,AU,free
4,2024-02-07 07:41:46,1,42.81,coffee maker,works as expected average experience,37,1242,70335.6,FR,premium
4,2024-02-07 08:43:41,1,33.9,wireless earbuds,excellent quality would buy again,35,1798,66603.3,CA,basic
4,2024-02-07 10:32:01,0,32.77,water bottle,not worth the price disappointed,27,290,75328.06,AU,basic
4,2024-02-07 13:01:40,0,85.77,phone case,excellent quality would buy again,53,1331,39248.48,FR,basic
4,2024-02-07 13:17:48,0,18.87,yoga mat,amazing value highly recommend,56,1817,33990.5,DE,free
4,2024-02-07 13:18:59,1,98.15,bluetooth speaker,stopped working after a week,56,153,73745.42,US,free
4,2024-02-07 14:45:05,1,117.0,desk lamp,works as expected average experience,57,698,46718.41,CA,premium
4,2024-02-07 15:49:34,0,10.72,coffee maker,works as expected average experience,48,1222,46177.92,FR,basic
4,2024-02-07 15:59:01,0,5.08,laptop stand,amazing value highly recommend,49,1155,40482.6,UK,basic
4,2024-02-07 16:08:01,1,70.4,yoga mat,works as expected average experience,32,810,55030.11,DE,free
4,2024-02-07 17:26:52,0,18.47,phone case,amazing value highly recommend,65,1527,75637.39,CA,basic
4,2024-02-07 17:31:37,0,28.82,yoga mat,stopped working after a week,46,1379,55988.97,US,free
4,2024-02-07 18:26:51,1,47.56,coffee maker,excellent quality would buy again,37,1141,59839.98,DE,free
4,2024-02-07 19:49:51,1,75.42,desk lamp,perfect fit very comfortable,26,1550,66424.67,AU,basic
4,2024-02-07 21:30:28,1,43.67,backpack,arrived damaged poor packaging,58,1262,38461.84,FR,free
4,2024-02-07 21:59:03,0,14.1,desk lamp,works as expected average experience,26,1461,56752.63,CA,premium
4,2024-02-07 22:31:48,0,44.81,running shoes,arrived damaged poor packaging,42,1479,30782.2,FR,basic
4,2024-02-07 23:24:13,0,31.69,running shoes,excellent quality would buy again,43,1761,55308.73,AU,free
5,2024-02-12 00:31:50,0,10.04,bluetooth speaker,perfect fit very comfortable,59,708,60716.7,FR,premium
5,2024-02-12 01:04:40,1,118.2,desk lamp,not worth the price disappointed,29,837,43347.7,DE,free
5,2024-02-12 02:10:56,1,41.53,running shoes,works as expected average experience,47,256,65837.21,FR,premium
5,2024-02-12 02:47:00,0,10.21,water bottle,works as expected average experience,68,963,59768.88,UK,basic
5,2024-02-12 03:38:13,1,37.22,backpack,excellent quality would buy again,46,974,56803.58,UK,premium
5,2024-02-12 03:57:02,1,81.91,wireless earbuds,stopped working after a week,49,720,45855.39,AU,premium
5,2024-02-12 04:20:12,1,38.63,coffee maker,arrived damaged poor packaging,44,688,51626.25,IN,free
5,2024-02-12 04:51:56,1,19.25,backpack,not worth the price disappointed,66,1030,51952.46,DE,premium
5,2024-02-12 05:21:43,0,33.34,phone case,not worth the price disappointed,32,1007,42027.16,UK,free
5,2024-02-12 06:08:35,0,34.37,running shoes,excellent quality would buy again,33,621,37429.12,IN,free
5,2024-02-12 06:58:55,0,7.99,yoga mat,great product fast shipping,18,1061,48060.79,US,premium
5,2024-02-12 07:10:16,1,44.7,laptop stand,stopped working after a week,36,1024,117913.16,AU,premium
5,2024-02-12 07:26:20,1,27.82,yoga mat,not worth the price disappointed,50,1636,47091.09,CA,free
5,2024-02-12 07:34:56,1,55.63,desk lamp,excellent quality would buy again,64,518,41958.84,US,basic
5,2024-02-12 07:36:40,1,35.26,water bottle,arrived damaged poor packaging,45,1367,60630.44,IN,premium
5,2024-02-12 08:03:14,0,30.1,phone case,excellent quality would buy again,23,1050,51387.92,DE,free
5,2024-02-12 08:54:07,1,38.71,wireless earbuds,perfect fit very comfortable,25,1517,29057.9,US,premium
5,2024-02-12 10:26:32,1,78.44,phone case,works as expected average experience,48,1400,37430.69,IN,basic
5,2024-02-12 11:02:26,1,41.7,coffee maker,great product fast shipping,66,1563,32839.58,IN,basic
5,2024-02-12 11:16:08,0,4.8,water bottle,stopped working after a week,59,1465,57080.73,CA,basic
5,2024-02-12 12:21:40,1,18.03,bluetooth speaker,arrived damaged poor packaging,44,1593,42743.13,CA,premium
5,2024-02-12 12:27:09,1,49.52,wireless earbuds,stopped working after a week,34,1382,68909.29,UK,premium
5,2024-02-12 12:47:44,0,5.08,wireless earbuds,not worth the price disappointed,30,649,42270.22,US,basic
5,2024-02-12 13:07:23,0,49.72,backpack,amazing value highly recommend,29,695,52319.74,FR,free
5,2024-02-12 14:55:28,0,42.91,yoga mat,arrived damaged poor packaging,53,1219,58732.29,AU,basic
5,2024-02-12 15:14:09,0,340.83,bluetooth speaker,not worth the price disappointed,33,998,55437.56,FR,basic
5,2024-02-12 15:52:47,1,84.41,water bottle,works as expected average experience,37,1589,92094.91,AU,enterprise
5,2024-02-12 17:57:59,1,78.86,wireless earbuds,not worth the price disappointed,25,372,35649.36,AU,basic
5,2024-02-12 18:31:41,1,34.56,desk lamp,great product fast shipping,61,1065,74848.8,DE,enterprise
5,2024-02-12 19:23:52,0,27.06,wireless earbuds,not worth the price disappointed,58,177,43215.38,CA,free
5,2024-02-12 19:54:53,0,24.36,wireless earbuds,amazing value highly recommend,31,1042,52472.37,FR,free
5,2024-02-12 20:17:43,1,8.07,wireless earbuds,stopped working after a week,25,923,67384.58,US,basic
5,2024-02-12 21:22:44,1,72.17,backpack,works as expected average experience,30,751,45531.66,CA,free
5,2024-02-12 21:24:00,1,32.67,phone case,works as expected average experience,27,1450,30242.6,FR,basic
5,2024-02-12 21:26:33,1,28.13,backpack,stopped working after a week,19,342,86095.1,AU,basic
5,2024-02-12 21:43:57,1,52.56,bluetooth speaker,arrived damaged poor packaging,32,519,37029.95,IN,basic
5,2024-02-12 22:27:54,1,84.81,desk lamp,great product fast shipping,27,427,49344.85,AU,premium
5,2024-02-12 22:52:10,1,50.69,coffee maker,arrived damaged poor packaging,18,1441,27556.01,UK,free
5,2024-02-12 23:07:01,1,32.01,running shoes,great product fast shipping,67,1298,29933.12,IN,premium
5,2024-02-12 23:15:53,0,12.48,wireless earbuds,excellent quality would buy again,31,626,40324.31,DE,free
5,2024-02-12 23:47:35,1,60.92,wireless earbuds,arrived damaged poor packaging,51,855,40604.75,DE,free
5,2024-02-12 23:49:01,1,17.04,coffee maker,stopped working after a week,37,1695,155258.84,US,enterprise
6,2024-01-06 00:07:38,1,45.19,desk lamp,not worth the price disappointed,34,1254,55170.68,UK,free
6,2024-01-06 00:45:57,1,223.53,backpack,excellent quality would buy again,41,1820,51974.25,US,premium
6,2024-01-06 01:04:29,1,36.9,running shoes,excellent quality would buy again,53,1236,50303.45,US,premium
6,2024-01-06 01:37:24,0,30.5,coffee maker,not worth the price disappointed,32,1776,91743.6,FR,free
6,2024-01-06 02:16:01,1,91.68,bluetooth speaker,stopped working after a week,47,617,51432.88,IN,free
6,2024-01-06 02:56:46,0,13.73,water bottle,perfect fit very comfortable,20,1751,30378.05,IN,free
6,2024-01-06 03:40:43,0,18.97,bluetooth speaker,not worth the price disappointed,63,962,43482.67,DE,free
6,2024-01-06 04:18:08,1,33.17,running shoes,stopped working after a week,65,420,84155.4,UK,premium
6,2024-01-06 04:42:51,1,47.47,water bottle,not worth the price disappointed,37,563,45863.37,FR,free
6,2024-01-06 05:46:59,0,36.7,bluetooth speaker,works as expected average experience,33,219,61826.62,UK,enterprise
6,2024-01-06 06:17:56,0,9.45,wireless earbuds,stopped working after a week,30,1317,42377.39,IN,premium
6,2024-01-06 08:48:46,1,41.49,bluetooth speaker,excellent quality would buy again,47,567,79627.56,FR,basic
6,2024-01-06 08:58:04,0,19.0,running shoes,not worth the price disappointed,47,1351,52796.17,CA,free
6,2024-01-06 09:07:11,0,27.41,phone case,works as expected average experience,37,688,52966.52,FR,basic
6,2024-01-06 09:50:43,1,28.71,backpack,works as expected average experience,56,798,66017.2,DE,premium
6,2024-01-06 14:23:06,1,18.94,backpack,amazing value highly recommend,23,772,57270.31,US,free
6,2024-01-06 17:16:41,0,30.83,backpack,works as expected average experience,65,1879,47210.66,US,basic
6,2024-01-06 17:40:43,1,50.86,desk lamp,perfect fit very comfortable,59,1651,31636.49,DE,premium
6,2024-01-06 17:55:18,1,39.61,coffee maker,arrived damaged poor packaging,53,178,41318.1,AU,enterprise
6,2024-01-06 17:55:22,0,24.32,coffee maker,amazing value highly recommend,61,685,47499.51,UK,basic
6,2024-01-06 19:56:48,0,139.58,water bottle,amazing value highly recommend,34,1039,46645.8,FR,free
6,2024-01-06 20:59:22,1,9.22,water bottle,perfect fit very comfortable,41,685,60881.91,AU,basic
6,2024-01-06 21:16:15,0,22.08,coffee maker,not worth the price disappointed,18,1770,53531.22,CA,free
6,2024-01-06 21:24:21,1,85.89,yoga mat,not worth the price disappointed,25,1772,47652.47,CA,basic
6,2024-01-06 22:29:00,0,8.1,bluetooth speaker,perfect fit very comfortable,33,1112,49387.75,DE,basic
6,2024-01-06 22:44:43,1,60.43,backpack,great product fast shipping,36,485,64266.4,DE,premium
7,2024-01-19 00:20:04,1,55.27,bluetooth speaker,not worth the price disappointed,51,227,69946.21,FR,basic
7,2024-01-19 00:25:51,0,21.59,laptop stand,arrived damaged poor packaging,30,1698,45896.77,DE,free
7,2024-01-19 00:36:08,1,40.02,desk lamp,not worth the price disappointed,36,908,33028.5,DE,premium
7,2024-01-19 02:01:31,0,23.04,coffee maker,works as expected average experience,28,1873,42386.18,IN,free
7,2024-01-19 02:55:26,0,21.64,phone case,amazing value highly recommend,25,76,65930.58,AU,free
7,2024-01-19 02:58:12,1,5.36,desk lamp,excellent quality would buy again,25,90,47582.33,IN,premium
7,2024-01-19 03:08:43,0,29.04,water bottle,perfect fit very comfortable,27,1215,28358.12,AU,basic
7,2024-01-19 03:09:49,0,66.58,desk lamp,stopped working after a week,45,1989,40146.72,UK,free
7,2024-01-19 03:27:12,1,88.48,laptop stand,works as expected average experience,68,462,40736.36,DE,free
7,2024-01-19 04:10:57,0,21.53,bluetooth speaker,not worth the price disappointed,64,1922,34920.58,IN,free
7,2024-01-19 04:47:40,0,22.32,running shoes,great product fast shipping,39,1175,38458.83,US,enterprise
7,2024-01-19 05:30:42,1,40.38,desk lamp,not worth the price disappointed,52,1577,38383.36,US,premium
7,2024-01-19 06:42:11,0,29.57,backpack,works as expected average experience,35,1370,76068.74,UK,premium
7,2024-01-19 06:43:55,0,27.61,laptop stand,perfect fit very comfortable,43,1297,55178.96,DE,premium
7,2024-01-19 07:07:00,1,12.19,coffee maker,stopped working after a week,52,1923,63489.58,CA,premium
7,2024-01-19 07:26:51,0,9.1,backpack,excellent quality would buy again,43,1147,42007.14,IN,free
7,2024-01-19 07:41:24,0,18.53,backpack,stopped working after a week,56,237,60538.06,AU,free
7,2024-01-19 10:00:31,1,13.43,desk lamp,works as expected average experience,55,1688,64066.8,AU,free
7,2024-01-19 10:24:31,0,21.54,bluetooth speaker,excellent quality would buy again,47,1754,40118.85,UK,free
7,2024-01-19 10:24:43,0,20.81,desk lamp,stopped working after a week,62,1153,43044.98,AU,premium
7,2024-01-19 11:59:00,0,9.97,water bottle,stopped working after a week,24,1417,62852.61,IN,basic
7,2024-01-19 12:01:04,0,14.58,bluetooth speaker,amazing value highly recommend,61,1884,35695.9,UK,basic
7,2024-01-19 12:09:06,0,45.98,bluetooth speaker,amazing value highly recommend,48,524,59167.96,FR,free
7,2024-01-19 13:56:48,1,38.97,laptop stand,arrived damaged poor packaging,60,1646,76992.78,AU,free
7,2024-01-19 16:15:49,0,9.41,laptop stand,great product fast shipping,35,1731,34399.24,FR,free
7,2024-01-19 16:39:44,1,221.34,running shoes,amazing value highly recommend,20,115,40801.26,US,premium
7,2024-01-19 17:10:11,0,151.76,yoga mat,not worth the price disappointed,35,1122,52165.57,AU,basic
7,2024-01-19 17:44:08,1,40.77,yoga mat,excellent quality would buy again,68,527,35123.02,IN,free
7,2024-01-19 18:23:18,0,8.25,backpack,great product fast shipping,54,1257,36855.52,AU,premium
7,2024-01-19 18:39:27,1,44.33,desk lamp,stopped working after a week,46,940,52652.94,FR,enterprise
7,2024-01-19 19:17:56,1,5.15,laptop stand,stopped working after a week,39,1042,44132.85,UK,premium
7,2024-01-19 19:49:22,1,75.18,desk lamp,perfect fit very comfortable,52,956,29211.09,CA,basic
